stt,bm25_retrieved,bm25_hit@1,bm25_recall@1,bm25_hit@3,bm25_recall@3,bm25_hit@5,bm25_recall@5,bm25_hit@10,bm25_recall@10,bm25_hit@20,bm25_recall@20,bm25_hit@30,bm25_recall@30,bm25_mrr,tfidf_retrieved,tfidf_hit@1,tfidf_recall@1,tfidf_hit@3,tfidf_recall@3,tfidf_hit@5,tfidf_recall@5,tfidf_hit@10,tfidf_recall@10,tfidf_hit@20,tfidf_recall@20,tfidf_hit@30,tfidf_recall@30,tfidf_mrr,keyword_retrieved,keyword_hit@1,keyword_recall@1,keyword_hit@3,keyword_recall@3,keyword_hit@5,keyword_recall@5,keyword_hit@10,keyword_recall@10,keyword_hit@20,keyword_recall@20,keyword_hit@30,keyword_recall@30,keyword_mrr,semantic_retrieved,semantic_hit@1,semantic_recall@1,semantic_hit@3,semantic_recall@3,semantic_hit@5,semantic_recall@5,semantic_hit@10,semantic_recall@10,semantic_hit@20,semantic_recall@20,semantic_hit@30,semantic_recall@30,semantic_mrr
601,"[""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d8"", ""100-2019-ND-CP:d63"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d66"", ""168-2024-ND-CP:d6"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d8"", ""168-2024-ND-CP:d7""]",0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.6667,0.1429,"[""100-2019-ND-CP:d63"", ""36-2024-QH15:d87"", ""100-2019-ND-CP:d66"", ""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d8"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d30"", ""168-2024-ND-CP:d25"", ""100-2019-ND-CP:d5""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.6667,0.0714,"[""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d63"", ""168-2024-ND-CP:d13"", ""168-2024-ND-CP:d20"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d23"", ""168-2024-ND-CP:d14"", ""168-2024-ND-CP:d21""]",1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1.0,"[""100-2019-ND-CP:d18"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d30"", ""168-2024-ND-CP:d34"", ""168-2024-ND-CP:d32"", ""100-2019-ND-CP:d23"", ""100-2019-ND-CP:d33"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d28"", ""168-2024-ND-CP:d7""]",0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.3333,0.125
602,"[""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d8"", ""36-2024-QH15:d87"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d66"", ""100-2019-ND-CP:d30"", ""100-2019-ND-CP:d37"", ""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d7""]",0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.3333,0.1,"[""36-2024-QH15:d87"", ""100-2019-ND-CP:d66"", ""100-2019-ND-CP:d27"", ""100-2019-ND-CP:d8"", ""100-2019-ND-CP:d63"", ""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d37"", ""168-2024-ND-CP:d19"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d25""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,0.0417,"[""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d32"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d13"", ""168-2024-ND-CP:d27"", ""100-2019-ND-CP:d30"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d80""]",0,0.0,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.3333,0.3333,"[""100-2019-ND-CP:d30"", ""100-2019-ND-CP:d18"", ""100-2019-ND-CP:d35"", ""168-2024-ND-CP:d15"", ""36-2024-QH15:d37"", ""100-2019-ND-CP:d23"", ""168-2024-ND-CP:d8"", ""168-2024-ND-CP:d37"", ""168-2024-ND-CP:d34"", ""100-2019-ND-CP:d33""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,0.04
603,"[""168-2024-ND-CP:d18"", ""168-2024-ND-CP:d5"", ""168-2024-ND-CP:d3"", ""100-2019-ND-CP:d66"", ""01-2021-ND:d50"", ""59-2020-QH14:d12"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d8"", ""36-2024-QH15:d9"", ""168-2024-ND-CP:d19""]",1,0.25,1,0.5,1,0.5,1,0.5,1,0.75,1,0.75,1.0,"[""168-2024-ND-CP:d19"", ""01-2021-ND:d50"", ""168-2024-ND-CP:d5"", ""59-2020-QH14:d12"", ""168-2024-ND-CP:d18"", ""100-2019-ND-CP:d66"", ""168-2025-ND:d43"", ""100-2019-ND-CP:d63"", ""36-2024-QH15:d87"", ""01-2021-ND:d4""]",0,0.0,1,0.25,1,0.5,1,0.5,1,0.75,1,0.75,0.3333,"[""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d20"", ""168-2024-ND-CP:d13"", ""168-2024-ND-CP:d32"", ""168-2024-ND-CP:d21"", ""100-2019-ND-CP:d23"", ""168-2024-ND-CP:d18"", ""168-2024-ND-CP:d47"", ""168-2024-ND-CP:d27"", ""168-2024-ND-CP:d14""]",0,0.0,0,0.0,0,0.0,1,0.25,1,0.5,1,0.5,0.1429,"[""100-2019-ND-CP:d18"", ""168-2024-ND-CP:d34"", ""168-2024-ND-CP:d20"", ""168-2024-ND-CP:d32"", ""168-2024-ND-CP:d15"", ""168-2024-ND-CP:d17"", ""168-2024-ND-CP:d24"", ""168-2024-ND-CP:d23"", ""168-2024-ND-CP:d22"", ""100-2019-ND-CP:d23""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,0.0625
605,"[""36-2024-QH15:d25"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d61"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d8"", ""168-2024-ND-CP:d7""]",1,0.3333,1,0.3333,1,0.3333,1,0.6667,1,0.6667,1,0.6667,1.0,"[""36-2024-QH15:d25"", ""100-2019-ND-CP:d61"", ""100-2019-ND-CP:d9"", ""36-2024-QH15:d14"", ""168-2024-ND-CP:d10"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d45"", ""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d6""]",1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.6667,1,0.6667,1.0,"[""100-2019-ND-CP:d61"", ""100-2019-ND-CP:d39"", ""36-2024-QH15:d25"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d47"", ""168-2025-ND:d69"", ""168-2025-ND:d71"", ""168-2025-ND:d51"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d80""]",0,0.0,1,0.3333,1,1.0,1,1.0,1,1.0,1,1.0,0.3333,"[""100-2019-ND-CP:d35"", ""36-2024-QH15:d81"", ""168-2024-ND-CP:d54"", ""100-2019-ND-CP:d38"", ""100-2019-ND-CP:d7"", ""168-2024-ND-CP:d8"", ""168-2024-ND-CP:d37"", ""36-2024-QH15:d56"", ""36-2024-QH15:d83"", ""100-2019-ND-CP:d60""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
606,"[""168-2024-ND-CP:d27"", ""168-2024-ND-CP:d7"", ""36-2024-QH15:d46"", ""36-2024-QH15:d30"", ""36-2024-QH15:d10"", ""36-2024-QH15:d14"", ""168-2024-ND-CP:d6"", ""36-2024-QH15:d15"", ""36-2024-QH15:d2"", ""168-2024-ND-CP:d26""]",0,0.0,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.6667,0.5,"[""36-2024-QH15:d15"", ""36-2024-QH15:d14"", ""36-2024-QH15:d10"", ""36-2024-QH15:d13"", ""168-2024-ND-CP:d7"", ""168-2024-ND-CP:d27"", ""168-2024-ND-CP:d6"", ""36-2024-QH15:d2"", ""168-2024-ND-CP:d8"", ""36-2024-QH15:d30""]",0,0.0,0,0.0,1,0.6667,1,0.6667,1,0.6667,1,1.0,0.25,"[""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d27"", ""168-2025-ND:d51"", ""168-2024-ND-CP:d32"", ""36-2024-QH15:d46"", ""168-2024-ND-CP:d13"", ""168-2025-ND:d50"", ""100-2019-ND-CP:d81""]",0,0.0,1,0.3333,1,0.3333,1,0.3333,1,0.6667,1,0.6667,0.5,"[""36-2024-QH15:d22"", ""36-2024-QH15:d14"", ""36-2024-QH15:d16"", ""36-2024-QH15:d13"", ""36-2024-QH15:d24"", ""36-2024-QH15:d11"", ""36-2024-QH15:d10"", ""36-2024-QH15:d15"", ""36-2024-QH15:d17"", ""36-2024-QH15:d26""]",0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.3333,1,0.3333,0.25
607,"[""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d7"", ""168-2024-ND-CP:d8"", ""36-2024-QH15:d14"", ""36-2024-QH15:d15"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d5"", ""36-2024-QH15:d10"", ""100-2019-ND-CP:d15"", ""36-2024-QH15:d46""]",1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,1.0,1.0,"[""36-2024-QH15:d15"", ""168-2024-ND-CP:d6"", ""36-2024-QH15:d14"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d14"", ""168-2024-ND-CP:d7"", ""36-2024-QH15:d10"", ""36-2024-QH15:d16"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d6""]",0,0.0,1,0.3333,1,0.3333,1,0.3333,1,1.0,1,1.0,0.5,"[""168-2024-ND-CP:d6"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d14"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d27"", ""168-2025-ND:d71"", ""168-2024-ND-CP:d8"", ""01-2021-ND:d97"", ""168-2025-ND:d119""]",1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1.0,"[""36-2024-QH15:d25"", ""36-2024-QH15:d13"", ""36-2024-QH15:d22"", ""36-2024-QH15:d14"", ""36-2024-QH15:d17"", ""36-2024-QH15:d10"", ""100-2019-ND-CP:d9"", ""36-2024-QH15:d24"", ""36-2024-QH15:d69"", ""36-2024-QH15:d66""]",1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1.0
608,"[""168-2024-ND-CP:d27"", ""36-2024-QH15:d46"", ""168-2024-ND-CP:d26"", ""36-2024-QH15:d10"", ""23-2022-ND:d23"", ""36-2024-QH15:d30"", ""59-2020-QH14:d4"", ""168-2024-ND-CP:d20"", ""36-2024-QH15:d2"", ""100-2019-ND-CP:d6""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0.0556,"[""168-2024-ND-CP:d27"", ""36-2024-QH15:d10"", ""36-2024-QH15:d46"", ""168-2024-ND-CP:d26"", ""23-2022-ND:d23"", ""44-2025-ND:d11"", ""168-2024-ND-CP:d20"", ""44-2025-ND:d10"", ""59-2020-QH14:d72"", ""100-2019-ND-CP:d6""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0.0833,"[""168-2024-ND-CP:d27"", ""36-2024-QH15:d46"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d47"", ""168-2024-ND-CP:d13"", ""36-2024-QH15:d30"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d80"", ""100-2019-ND-CP:d83"", ""168-2024-ND-CP:d7""]",0,0.0,1,0.25,1,0.5,1,0.5,1,0.5,1,0.5,0.3333,"[""168-2024-ND-CP:d10"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d35"", ""100-2019-ND-CP:d9"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d25"", ""168-2024-ND-CP:d15"", ""168-2024-ND-CP:d44"", ""100-2019-ND-CP:d47"", ""100-2019-ND-CP:d43""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
609,"[""168-2024-ND-CP:d27"", ""168-2024-ND-CP:d26"", ""36-2024-QH15:d2"", ""36-2024-QH15:d46"", ""59-2020-QH14:d4"", ""100-2019-ND-CP:d31"", ""36-2024-QH15:d30"", ""168-2024-ND-CP:d9"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d6""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.6667,1,0.6667,0.0833,"[""36-2024-QH15:d2"", ""168-2024-ND-CP:d50"", ""168-2025-ND:d94"", ""168-2024-ND-CP:d51"", ""168-2024-ND-CP:d27"", ""168-2025-ND:d93"", ""168-2025-ND:d12"", ""168-2024-ND-CP:d47"", ""01-2021-ND:d12"", ""168-2024-ND-CP:d26""]",0,0.0,0,0.0,0,0.0,1,0.3333,1,0.6667,1,0.6667,0.125,"[""168-2024-ND-CP:d26"", ""168-2024-ND-CP:d47"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d6"", ""100-2019-ND-CP:d8"", ""168-2024-ND-CP:d13"", ""100-2019-ND-CP:d80"", ""168-2024-ND-CP:d32"", ""100-2019-ND-CP:d31"", ""168-2024-ND-CP:d20""]",0,0.0,1,0.3333,1,0.6667,1,1.0,1,1.0,1,1.0,0.5,"[""100-2019-ND-CP:d35"", ""100-2019-ND-CP:d60"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d77"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d18"", ""100-2019-ND-CP:d30"", ""100-2019-ND-CP:d13"", ""100-2019-ND-CP:d27"", ""100-2019-ND-CP:d28""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,0.0385
610,"[""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d8"", ""100-2019-ND-CP:d80"", ""168-2024-ND-CP:d40"", ""168-2024-ND-CP:d6"", ""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d8"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d7""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.6667,1,0.6667,0.0909,"[""168-2024-ND-CP:d40"", ""168-2024-ND-CP:d25"", ""59-2020-QH14:d52"", ""36-2024-QH15:d43"", ""100-2019-ND-CP:d27"", ""100-2019-ND-CP:d58"", ""59-2020-QH14:d216"", ""100-2019-ND-CP:d80"", ""100-2019-ND-CP:d38"", ""100-2019-ND-CP:d6""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,0.0435,"[""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d47"", ""100-2019-ND-CP:d80"", ""168-2024-ND-CP:d40"", ""100-2019-ND-CP:d7"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d7"", ""168-2024-ND-CP:d8"", ""168-2024-ND-CP:d32"", ""100-2019-ND-CP:d5""]",0,0.0,1,0.3333,1,0.3333,1,0.6667,1,0.6667,1,0.6667,0.5,"[""100-2019-ND-CP:d25"", ""100-2019-ND-CP:d18"", ""168-2024-ND-CP:d22"", ""100-2019-ND-CP:d7"", ""36-2024-QH15:d62"", ""168-2024-ND-CP:d20"", ""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d40"", ""36-2024-QH15:d37"", ""168-2024-ND-CP:d17""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,0.0714
611,"[""100-2019-ND-CP:d33"", ""168-2024-ND-CP:d34"", ""168-2024-ND-CP:d27"", ""168-2024-ND-CP:d26"", ""100-2019-ND-CP:d54"", ""100-2019-ND-CP:d12"", ""100-2019-ND-CP:d61"", ""168-2024-ND-CP:d47"", ""100-2019-ND-CP:d56"", ""36-2024-QH15:d46""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""100-2019-ND-CP:d33"", ""168-2024-ND-CP:d34"", ""168-2025-ND:d37"", ""168-2024-ND-CP:d27"", ""168-2025-ND:d111"", ""36-2024-QH15:d10"", ""100-2019-ND-CP:d54"", ""168-2024-ND-CP:d47"", ""100-2019-ND-CP:d38"", ""59-2020-QH14:d197""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""100-2019-ND-CP:d16"", ""168-2024-ND-CP:d13"", ""100-2019-ND-CP:d19"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d16"", ""168-2024-ND-CP:d27"", ""168-2024-ND-CP:d47"", ""100-2019-ND-CP:d17"", ""100-2019-ND-CP:d20"", ""100-2019-ND-CP:d61""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0.0667,"[""168-2024-ND-CP:d44"", ""100-2019-ND-CP:d76"", ""168-2024-ND-CP:d43"", ""100-2019-ND-CP:d75"", ""100-2019-ND-CP:d41"", ""100-2019-ND-CP:d25"", ""100-2019-ND-CP:d46"", ""100-2019-ND-CP:d35"", ""100-2019-ND-CP:d18"", ""100-2019-ND-CP:d43""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
612,"[""168-2024-ND-CP:d26"", ""168-2024-ND-CP:d27"", ""100-2019-ND-CP:d4"", ""100-2019-ND-CP:d23"", ""100-2019-ND-CP:d24"", ""168-2024-ND-CP:d20"", ""168-2024-ND-CP:d3"", ""100-2019-ND-CP:d28"", ""100-2019-ND-CP:d6"", ""36-2024-QH15:d46""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""36-2024-QH15:d10"", ""168-2024-ND-CP:d29"", ""168-2024-ND-CP:d27"", ""100-2019-ND-CP:d38"", ""100-2019-ND-CP:d23"", ""100-2019-ND-CP:d24"", ""47-2021-ND:d33"", ""36-2024-QH15:d54"", ""36-2024-QH15:d46"", ""168-2024-ND-CP:d20""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,0.0435,"[""100-2019-ND-CP:d33"", ""168-2024-ND-CP:d34"", ""36-2024-QH15:d52"", ""100-2019-ND-CP:d28"", ""100-2019-ND-CP:d23"", ""100-2019-ND-CP:d24"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d32"", ""168-2024-ND-CP:d40"", ""01-2021-ND:d69""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,0.0714,"[""36-2024-QH15:d55"", ""100-2019-ND-CP:d35"", ""168-2024-ND-CP:d37"", ""36-2024-QH15:d16"", ""168-2024-ND-CP:d15"", ""100-2019-ND-CP:d16"", ""168-2024-ND-CP:d29"", ""36-2024-QH15:d52"", ""36-2024-QH15:d17"", ""36-2024-QH15:d13""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
613,"[""36-2024-QH15:d30"", ""36-2024-QH15:d11"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d8"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d7"", ""168-2024-ND-CP:d6"", ""36-2024-QH15:d13""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""36-2024-QH15:d13"", ""36-2024-QH15:d30"", ""36-2024-QH15:d10"", ""100-2019-ND-CP:d9"", ""36-2024-QH15:d2"", ""36-2024-QH15:d11"", ""168-2024-ND-CP:d10"", ""36-2024-QH15:d14"", ""36-2024-QH15:d24"", ""100-2019-ND-CP:d47""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d32"", ""168-2024-ND-CP:d47"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d80"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d30"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d8""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0.05,"[""36-2024-QH15:d16"", ""36-2024-QH15:d13"", ""36-2024-QH15:d22"", ""36-2024-QH15:d17"", ""36-2024-QH15:d66"", ""36-2024-QH15:d35"", ""36-2024-QH15:d52"", ""36-2024-QH15:d10"", ""36-2024-QH15:d79"", ""100-2019-ND-CP:d39""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
614,"[""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d7"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d71"", ""168-2024-ND-CP:d11"", ""100-2019-ND-CP:d10""]",0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,0.1667,"[""36-2024-QH15:d21"", ""100-2019-ND-CP:d1"", ""168-2024-ND-CP:d11"", ""100-2019-ND-CP:d10"", ""36-2024-QH15:d64"", ""100-2019-ND-CP:d71"", ""100-2019-ND-CP:d38"", ""100-2019-ND-CP:d61"", ""36-2024-QH15:d70"", ""100-2019-ND-CP:d43""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0.0417,"[""100-2019-ND-CP:d61"", ""100-2019-ND-CP:d39"", ""100-2019-ND-CP:d83"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d63"", ""100-2019-ND-CP:d71"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d7""]",0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,0.1111,"[""100-2019-ND-CP:d35"", ""100-2019-ND-CP:d33"", ""100-2019-ND-CP:d7"", ""168-2024-ND-CP:d44"", ""36-2024-QH15:d88"", ""100-2019-ND-CP:d25"", ""168-2024-ND-CP:d10"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d9"", ""168-2024-ND-CP:d4""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0.0833
615,"[""168-2024-ND-CP:d7"", ""168-2024-ND-CP:d6"", ""36-2024-QH15:d10"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d5"", ""36-2024-QH15:d2"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d7"", ""36-2024-QH15:d46"", ""168-2024-ND-CP:d26""]",0,0.0,1,0.5,1,0.5,1,0.5,1,1.0,1,1.0,0.5,"[""36-2024-QH15:d13"", ""36-2024-QH15:d25"", ""36-2024-QH15:d10"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d6"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d7"", ""36-2024-QH15:d14"", ""36-2024-QH15:d2""]",1,0.5,1,0.5,1,0.5,1,1.0,1,1.0,1,1.0,1.0,"[""168-2024-ND-CP:d27"", ""168-2024-ND-CP:d6"", ""36-2024-QH15:d46"", ""168-2024-ND-CP:d7"", ""168-2024-ND-CP:d47"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d32"", ""36-2024-QH15:d30"", ""168-2024-ND-CP:d26"", ""100-2019-ND-CP:d80""]",0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5,"[""36-2024-QH15:d10"", ""100-2019-ND-CP:d9"", ""36-2024-QH15:d13"", ""168-2024-ND-CP:d10"", ""36-2024-QH15:d14"", ""36-2024-QH15:d17"", ""36-2024-QH15:d22"", ""100-2019-ND-CP:d47"", ""36-2024-QH15:d16"", ""36-2024-QH15:d25""]",0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.3333
617,"[""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d61"", ""168-2024-ND-CP:d9"", ""168-2024-ND-CP:d6"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d3"", ""100-2019-ND-CP:d80"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d8"", ""168-2024-ND-CP:d8""]",0,0.0,0,0.0,1,0.5,1,0.5,1,1.0,1,1.0,0.25,"[""100-2019-ND-CP:d1"", ""168-2024-ND-CP:d1"", ""36-2024-QH15:d14"", ""100-2019-ND-CP:d78"", ""100-2019-ND-CP:d61"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d7"", ""36-2024-QH15:d13"", ""100-2019-ND-CP:d80"", ""100-2019-ND-CP:d35""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0.0909,"[""100-2019-ND-CP:d28"", ""100-2019-ND-CP:d80"", ""100-2019-ND-CP:d15"", ""168-2024-ND-CP:d32"", ""168-2024-ND-CP:d47"", ""168-2024-ND-CP:d52"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d13"", ""168-2024-ND-CP:d26"", ""168-2024-ND-CP:d6""]",0,0.0,0,0.0,1,0.5,1,1.0,1,1.0,1,1.0,0.2,"[""100-2019-ND-CP:d21"", ""168-2024-ND-CP:d10"", ""168-2024-ND-CP:d39"", ""168-2024-ND-CP:d4"", ""100-2019-ND-CP:d35"", ""100-2019-ND-CP:d18"", ""100-2019-ND-CP:d47"", ""100-2019-ND-CP:d37"", ""168-2024-ND-CP:d44"", ""100-2019-ND-CP:d65""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
618,"[""168-2024-ND-CP:d27"", ""168-2024-ND-CP:d26"", ""36-2024-QH15:d46"", ""59-2020-QH14:d4"", ""36-2024-QH15:d10"", ""36-2024-QH15:d2"", ""168-2024-ND-CP:d3"", ""23-2022-ND:d23"", ""100-2019-ND-CP:d31"", ""168-2024-ND-CP:d20""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""01-2021-ND:d96"", ""168-2025-ND:d31"", ""168-2025-ND:d50"", ""168-2025-ND:d53"", ""168-2025-ND:d48"", ""01-2021-ND:d45"", ""59-2020-QH14:d61"", ""168-2025-ND:d95"", ""59-2020-QH14:d149"", ""168-2025-ND:d34""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d31"", ""168-2025-ND:d69"", ""168-2025-ND:d71"", ""168-2025-ND:d95"", ""01-2021-ND:d75"", ""168-2025-ND:d107"", ""168-2025-ND:d100"", ""168-2025-ND:d104"", ""01-2021-ND:d96"", ""168-2025-ND:d121""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d105"", ""59-2020-QH14:d113"", ""168-2025-ND:d103"", ""89-2024-ND:d12"", ""36-2024-QH15:d89"", ""36-2024-QH15:d64"", ""01-2021-ND:d94"", ""36-2024-QH15:d62"", ""168-2025-ND:d107"", ""44-2025-ND:d24""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
